0 0 0 0 4.78506540471
0 0 1 0 0.741380351973
0 0 1 1 1.11894686634
0 0 2 0 0.0
0 0 2 1 0.0
0 0 2 2 1.11581381215
0 0 3 0 0.0
0 0 3 1 0.0
0 0 3 2 0.0
0 0 3 3 1.11581381215
0 0 4 0 0.0
0 0 4 1 0.0
0 0 4 2 0.0
0 0 4 3 0.0
0 0 4 4 1.11581381215
0 0 5 0 9.80599654208e-10
0 0 5 1 0.00627415444246
0 0 5 2 0.00404907408935
0 0 5 3 0.00311340049904
0 0 5 4 -0.00990588000362
0 0 5 5 0.382547522162
0 0 6 0 0.0595224504521
0 0 6 1 0.178652544179
0 0 6 2 0.0600523957362
0 0 6 3 0.0461752871713
0 0 6 4 -0.146915520182
0 0 6 5 0.089913114726
0 0 6 6 0.381472185736
0 0 7 0 -0.0365748691896
0 0 7 1 -0.0938741254308
0 0 7 2 0.0382867109318
0 0 7 3 -0.0292176863383
0 0 7 4 0.0929616652082
0 0 7 5 -0.0030801761669
0 0 7 6 -0.0385736640258
0 0 7 7 0.368690400314
0 0 8 0 -0.0281230260238
0 0 8 1 -0.0721813783876
0 0 8 2 -0.0292176863383
0 0 8 3 0.0538192542683
0 0 8 4 0.0714797725267
0 0 8 5 -0.0023683987508
0 0 8 6 -0.0296599326605
0 0 8 7 0.00631579076698
0 0 8 8 0.365332834878
0 0 9 0 0.0894787937551
0 0 9 1 0.229658880386
0 0 9 2 0.0929616652082
0 0 9 3 0.0714797725267
0 0 9 4 -0.151141367086
0 0 9 5 0.00753551424992
0 0 9 6 0.0943687565868
0 0 9 7 -0.0200948980014
0 0 9 8 -0.015451301726
0 0 9 9 0.409637794037
0 0 10 0 0.0
0 0 10 1 0.000114351481057
0 0 10 2 4.76166955204e-05
0 0 10 3 -7.03886965349e-05
0 0 10 4 -0.000290930937768
0 0 10 5 3.30976809087e-07
0 0 10 6 0.00968314051242
0 0 10 7 -0.00195783104175
0 0 10 8 -0.0113228351208
0 0 10 9 -0.0112150068555
0 0 10 10 0.237939879436
0 0 11 0 0.00685942595565
0 0 11 1 0.0302083351506
0 0 11 2 0.00527581742744
0 0 11 3 -0.00779890136884
0 0 11 4 -0.0322344609361
0 0 11 5 0.0143770002502
0 0 11 6 0.118338391808
0 0 11 7 -0.0218464726435
0 0 11 8 -0.0833879969661
0 0 11 9 -0.0551110111814
0 0 11 10 0.0590953172068
0 0 11 11 0.237930079309
0 0 12 0 -0.00235660723854
0 0 12 1 -0.00843264508231
0 0 12 2 0.00833555019434
0 0 12 3 0.00232018552949
0 0 12 4 0.00958980326558
0 0 12 5 0.00273567660007
0 0 12 6 0.00993102812514
0 0 12 7 0.0634255630406
0 0 12 8 -0.0104258693777
0 0 12 9 -0.00993797214573
0 0 12 10 -0.000639122340935
0 0 12 11 -0.00745647054247
0 0 12 12 0.231597281762
0 0 13 0 0.00348362081729
0 0 13 1 0.0124654365281
0 0 13 2 0.00232018552949
0 0 13 3 0.00647533329983
0 0 13 4 -0.0141759889995
0 0 13 5 0.0166405129856
0 0 13 6 0.0919125251083
0 0 13 7 -0.020153745153
0 0 13 8 -0.0197541175268
0 0 13 9 -0.0641445701784
0 0 13 10 0.000944773424806
0 0 13 11 0.0110224205292
0 0 13 12 -0.000747444788885
0 0 13 13 0.232196548246
0 0 14 0 0.0143985202326
0 0 14 1 0.0515222090666
0 0 14 2 0.00958980326558
0 0 14 3 -0.0141759889995
0 0 14 4 -0.0486871594608
0 0 14 5 0.0170060859157
0 0 14 6 0.113094863081
0 0 14 7 -0.0257967370656
0 0 14 8 -0.100137454853
0 0 14 9 -0.00246742986525
0 0 14 10 0.00390494258295
0 0 14 11 0.0455579276061
0 0 14 12 -0.00308934280737
0 0 14 13 0.00456677665226
0 0 14 14 0.249967074452
0 0 15 0 0.0
0 0 15 1 2.64350288719e-09
0 0 15 2 2.63346399776e-09
0 0 15 3 -5.56112321284e-10
0 0 15 4 -1.10415949641e-08
0 0 15 5 0.0
0 0 15 6 0.00011691374245
0 0 15 7 4.1685034141e-05
0 0 15 8 -7.00578761403e-05
0 0 15 9 -0.000283923254382
0 0 15 10 2.07081880268e-08
0 0 15 11 0.00427373479987
0 0 15 12 0.00232079751715
0 0 15 13 0.00161326999462
0 0 15 14 -0.0065483005259
0 0 15 15 0.145987511314
0 0 16 0 1.14677686188e-05
0 0 16 1 0.000274972135551
0 0 16 2 0.000106015633905
0 0 16 3 -2.23874715254e-05
0 0 16 4 -0.000444502636235
0 0 16 5 0.000570075055356
0 0 16 6 0.0109145171626
0 0 16 7 0.00172683043706
0 0 16 8 -0.00395378987358
0 0 16 9 -0.013635471717
0 0 16 10 0.0066324590258
0 0 16 11 0.0569736732507
0 0 16 12 0.0194923633873
0 0 16 13 0.0157435845769
0 0 16 14 -0.0516800384263
0 0 16 15 0.0362578072653
0 0 16 16 0.145987511303
0 0 17 0 -9.44200456513e-06
0 0 17 1 -0.000159877209491
0 0 17 2 1.72807853435e-05
0 0 17 3 1.31365094356e-05
0 0 17 4 0.00026082503638
0 0 17 5 -0.000188557756591
0 0 17 6 -0.00277478503672
0 0 17 7 0.00381713077719
0 0 17 8 0.00108989151133
0 0 17 9 0.00366411815682
0 0 17 10 -0.00359299039672
0 0 17 11 -0.0216923233262
0 0 17 12 0.0217206707176
0 0 17 13 -0.00741957606505
0 0 17 14 0.0251267186764
0 0 17 15 -0.000354856431438
0 0 17 16 -0.0041421130228
